"","name","pitcher","throws","IP","year","FA_pct","SL_pct","CT_pct","CB_pct","CH_pct","SF_pct","KN_pct","XX_pct","vFA_sc","vFC_sc","vFS_sc","vFO_sc","vSI_sc","vSL_sc","vCU_sc","vKC_sc","vEP_sc","vCH_sc","vSC_sc","vKN_sc","FA_X_sc","FC_X_sc","FS_X_sc","FO_X_sc","SI_X_sc","SL_X_sc","CU_X_sc","KC_X_sc","EP_X_sc","CH_X_sc","SC_X_sc","KN_X_sc","FA_Z_sc","FC_Z_sc","FS_Z_sc","FO_Z_sc","SI_Z_sc","SL_Z_sc","CU_Z_sc","KC_Z_sc","EP_Z_sc","CH_Z_sc","SC_Z_sc","KN_Z_sc","VAA_CU","VAA_FA","VAA_FF","VAA_SI","VAA_SL","VAA_CH","VAA_CS","VAA_FC","VAA_EP","VAA_PO","VAA_ST","VAA_FS","VAA_KC","VAA_SV","VAA_NA","VAA_FO","VAA_KN","VAA_SC","HAA_CU","HAA_FA","HAA_FF","HAA_SI","HAA_SL","HAA_CH","HAA_CS","HAA_FC","HAA_EP","HAA_PO","HAA_ST","HAA_FS","HAA_KC","HAA_SV","HAA_NA","HAA_FO","HAA_KN","HAA_SC","Pit_plus_CH","Pit_plus_CU","Pit_plus_FA","Pit_plus_SI","Pit_plus_SL","Pit_plus_KC","Pit_plus_FC","Pit_plus_FS","Pit_plus_FO","Pitching_plus","NumberofStuffPitches","plus_stuff_pitches","xwoba","xwoba_r","xwoba_l","K_pct","BB_pct","K_per_9","NameASCII","KsperOut","wFB_per_c","wSL_per_c","wCT_per_c","wCB_per_c","wCH_per_c","wSF_per_c","wKN_per_c","FA_pct_sc","pitch_type_percentage_1_FF","pitch_type_percentage_1_CU","pitch_type_percentage_1_SI","pitch_type_percentage_1_CH","pitch_type_percentage_1_SL","pitch_type_percentage_1_FC","pitch_type_percentage_2_CH","pitch_type_percentage_2_FF","pitch_type_percentage_2_SI","pitch_type_percentage_2_SL","pitch_type_percentage_3_FC","pitch_type_percentage_3_FF","pitch_type_percentage_3_SL","pitch_type_percentage_2_FC","pitch_type_percentage_3_CH","pitch_type_percentage_3_SI","pitch_type_percentage_1_KC","pitch_type_percentage_2_KC","pitch_type_percentage_3_KC","pitch_type_percentage_1_ST","pitch_type_percentage_2_CU","pitch_type_percentage_1_FS","pitch_type_percentage_2_FS","pitch_type_percentage_3_CU","pitch_type_percentage_1_SV","pitch_type_percentage_2_SV","pitch_type_percentage_3_SV","pitch_type_percentage_3_FS","pitch_type_percentage_2_ST","pitch_type_percentage_3_ST","pitch_type_percentage_4_FF","pitch_type_percentage_4_KC","pitch_type_percentage_4_SL","pitch_type_percentage_1_NA","pitch_type_percentage_4_CH","pitch_type_percentage_1_CS","pitch_type_percentage_4_CU","pitch_type_percentage_4_SI","pitch_type_percentage_2_FA","pitch_type_percentage_3_EP","pitch_type_percentage_1_SC","pitch_type_percentage_4_ST","pitch_type_percentage_4_FS","pitch_type_percentage_1_FA","pitch_type_percentage_4_FC","pitch_type_percentage_2_CS","pitch_type_percentage_3_CS","pitch_type_percentage_1_EP","pitch_type_percentage_1_PO","pitch_type_percentage_5_SI","pitch_type_percentage_5_SL","pitch_type_percentage_1_KN","pitch_type_percentage_4_SV","pitch_type_percentage_2_NA","pitch_type_percentage_3_NA","pitch_type_percentage_2_PO","pitch_type_percentage_2_KN","pitch_type_percentage_3_KN","pitch_type_percentage_5_CH","pitch_type_percentage_4_CS","pitch_type_percentage_2_EP","pitch_type_percentage_3_FA","pitch_type_percentage_3_PO","pitch_type_percentage_5_CU","pitch_type_percentage_5_FF","pitch_type_percentage_5_KC","pitch_type_percentage_1_FO","pitch_type_percentage_2_FO","pitch_type_percentage_3_FO","pitch_type_percentage_5_FC","pitch_type_percentage_2_SC","pitch_type_percentage_4_FO","diff_pitch_type_percentage_1_2_diff_CH","diff_pitch_type_percentage_1_2_diff_FF","diff_pitch_type_percentage_1_2_diff_SI","diff_pitch_type_percentage_1_2_diff_SL","diff_pitch_type_percentage_1_2_diff_FC","diff_pitch_type_percentage_1_2_diff_KC","diff_pitch_type_percentage_1_2_diff_CU","diff_pitch_type_percentage_1_2_diff_FS","diff_pitch_type_percentage_1_2_diff_SV","diff_pitch_type_percentage_1_2_diff_ST","diff_pitch_type_percentage_1_2_diff_FA","diff_pitch_type_percentage_1_2_diff_CS","diff_pitch_type_percentage_1_2_diff_NA","diff_pitch_type_percentage_1_2_diff_PO","diff_pitch_type_percentage_1_2_diff_KN","diff_pitch_type_percentage_1_2_diff_EP","diff_pitch_type_percentage_1_2_diff_FO","diff_pitch_type_percentage_1_2_diff_SC","diff_pitch_type_percentage_2_3_diff_FC","diff_pitch_type_percentage_2_3_diff_FF","diff_pitch_type_percentage_2_3_diff_SL","diff_pitch_type_percentage_2_3_diff_CH","diff_pitch_type_percentage_2_3_diff_SI","diff_pitch_type_percentage_2_3_diff_KC","diff_pitch_type_percentage_2_3_diff_CU","diff_pitch_type_percentage_2_3_diff_SV","diff_pitch_type_percentage_2_3_diff_FS","diff_pitch_type_percentage_2_3_diff_ST","diff_pitch_type_percentage_2_3_diff_EP","diff_pitch_type_percentage_2_3_diff_CS","diff_pitch_type_percentage_2_3_diff_NA","diff_pitch_type_percentage_2_3_diff_KN","diff_pitch_type_percentage_2_3_diff_FA","diff_pitch_type_percentage_2_3_diff_PO","diff_pitch_type_percentage_2_3_diff_FO","xwoba_times_faced_1","xwoba_times_faced_2","xwoba_times_faced_3","xwoba_times_faced_4","xwoba_times_faced_5","xwoba_faced_diff_1_2","xwoba_faced_diff_2_3","avg_pitch_number_endurance","avg_rolling_avg_velocity","avg_first_pitch_velocity","X","inning_role","length_role","matchup_role","leverage_role"
"1676","Yu Chang",644374,"R",2,2022,0.5385,NA,NA,NA,0.0385,NA,0.4231,NA,77.55000305,NA,NA,NA,NA,40.40000153,40.40000153,NA,42.35000055,NA,NA,NA,-3.755000114,NA,NA,NA,NA,-1.070000052,-2.410000086,NA,-2.45727279,NA,NA,NA,10.56999969,NA,NA,NA,NA,8.069999695,1.659999967,NA,5.110454559,NA,NA,NA,-21.8194992613641,-7.41241355179675,NA,NA,-19.677455215871,NA,NA,NA,-19.5250847427601,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12905145096912,1.34436603626238,NA,NA,0.56592316187165,NA,NA,NA,1.2550445214418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-159.9,NA,NA,NA,NA,NA,NA,NA,-159.9,0,0,0.500818181818182,0.86,0.295571428571429,0,0,0,"Yu Chang",0,-8.379785504,NA,NA,NA,-46.66120112,NA,-7.522863692,0.0769,0,0.0357142857142857,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0.845238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357142857142857,0,0,-0.0357142857142857,0,0,0,-0.0833333333333333,0,0,0,0,-0.845238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5107,NA,NA,NA,NA,NA,NA,NA,NA,NA,1690,"late","short","LHH","low"
"1677","Buck Farmer",571656,"R",47,2022,0.445,NA,NA,0.3197,0.2354,NA,NA,0.0012,94.6339614,NA,NA,NA,NA,83.25855513,NA,NA,NA,88.71989661,NA,NA,-6.165214008,NA,NA,NA,NA,3.683764324,NA,NA,NA,-8.395920179,NA,NA,8.901630912,NA,NA,NA,NA,1.323764235,NA,NA,NA,0.592736315,NA,NA,NA,NA,-4.64285840734735,NA,-7.79287615812642,-7.75596807257833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.364078929749305,NA,2.96071443489741,-0.110016645073856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.10954774,NA,90.28695652,NA,110.5557252,NA,NA,NA,NA,98.09047045,1,1,0.298268041237113,0.268234782608696,0.341987341772152,0.2714,0.1256,10.34042553,"Buck Farmer",0.382978723333333,0.484771038,NA,NA,0.792761862,-0.760064671,NA,NA,0.4463,0.44734612900754,0,0,0.240355277677394,0.289571320587794,0,0,0.0126262626262626,0,0.0101010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.240355277677394,-0.434719866381277,0,-0.279470310486784,0,0,0,0,0,0,0,0,-0.0227272727272727,0,0,0,0,0,0,-0.0126262626262626,-0.0101010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292470454545455,0,NA,NA,NA,-0.292470454545455,NA,NA,NA,NA,1223,"none","short","none","high"
"1678","Mark Appel",571446,"R",10.1,2022,0.7517,0.2013,NA,NA,0.047,NA,NA,NA,NA,NA,NA,NA,94.96607317,83.09333496,NA,NA,NA,86.14285714,NA,NA,NA,NA,NA,NA,-8.593393053,2.013666662,NA,NA,NA,-7.864285605,NA,NA,NA,NA,NA,NA,7.119107383,-1.171999995,NA,NA,NA,4.527142933,NA,NA,NA,NA,NA,-5.89129881350562,-8.90114998653331,-6.67147738026493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0267748158874545,2.73862520186139,-0.0707482794924163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.22857143,NA,NA,88.87589286,108.56,NA,NA,NA,NA,89.66107383,1,1,0.274625,0.293461538461538,0.239642857142857,0.125,0.075,4.354852911,"Mark Appel",0.161290848555556,2.786964391,0.539636662,NA,NA,-15.37628514,NA,NA,NA,0,0,0.808694956477215,0.0332037250384025,0.158101318484383,0,0.0138888888888889,0,0.0555555555555556,0.0972222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193148361495136,0,-0.753139400921659,-0.0608790962621608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0972222222222222,-0.0138888888888889,-0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0.261704365079365,0.411666666666667,NA,NA,NA,0.149962301587302,NA,NA,NA,NA,1623,"none","none","none","low"
"1679","Reyes Moronta",606625,"R",37.2,2022,0.5335,0.3697,NA,NA,0.0967,NA,NA,0.0031,95.30877079,NA,NA,NA,NA,82.05611938,NA,NA,NA,88.9612919,NA,NA,-3.906929864,NA,NA,NA,NA,6.797257435,NA,NA,NA,-10.01129027,NA,NA,9.640234161,NA,NA,NA,NA,1.068101247,NA,NA,NA,3.439193479,NA,NA,NA,NA,-4.82361048959885,NA,-7.91889583484469,-6.82909566268079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.929647252549823,NA,3.33706836319467,-0.767907402899036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.60967742,NA,94.57865497,NA,105.4350211,NA,NA,NA,NA,98.53504067,1,1,0.288,0.29412380952381,0.276092592592593,0.236,0.1118,9.079637895,"Reyes Moronta",0.336282885,-0.071222252,0.696282749,NA,NA,0.299941965,NA,NA,0.5335,0.547225636250135,0,0,0.0846907969663772,0.368083566783488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0846907969663772,-0.547225636250135,0,-0.368083566783488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280094566544567,NA,NA,NA,NA,NA,NA,NA,NA,NA,1412,"none","short","RHH","low"
"1680","Victor Caratini",605170,"R",1,2022,1,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.358571461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.795714242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.81576475910736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41496128831617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.7,0,0,0.326428571428571,0.425,0.08,0,0.1429,0,"Victor Caratini",0,-10.61721444,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,1714,"late","short","RHH","low"
"1681","Giovanny Gallegos",606149,"R",59,2022,0.4787,0.4717,NA,NA,0.0496,NA,NA,0.002,94.29281184,NA,NA,NA,NA,85.51180258,NA,NA,NA,87.06734295,NA,NA,-4.893784376,NA,NA,NA,NA,-0.477682417,NA,NA,NA,-6.131020682,NA,NA,11.22327667,NA,NA,NA,NA,1.088476418,NA,NA,NA,10.08367359,NA,NA,NA,NA,-5.51684259779341,NA,-8.99305777514502,-6.89913718326097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1642858689789,NA,2.35802052767058,0.97382971837721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.75510204,NA,98.18372093,NA,114.110515,NA,NA,NA,NA,105.4265182,1,1,0.268510729613734,0.241923076923077,0.302067961165049,0.3106,0.0766,11.13559322,"Giovanny Gallegos",0.412429378518519,0.236727269,1.588626583,NA,NA,2.831693815,NA,NA,0.4787,0.486709621577145,0,0,0.0519926034386819,0.461297774984173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0519926034386819,-0.486709621577145,0,-0.461297774984173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275858792815372,NA,NA,NA,NA,NA,NA,NA,NA,NA,1101,"late","short","none","high"
"1682","Scott Barlow",605130,"R",74.1,2022,0.2429,0.4432,NA,0.3139,NA,NA,NA,0.0017,93.58749729,NA,NA,NA,92.6333313,84.13127633,78.58847185,NA,NA,NA,NA,NA,-2.727951474,NA,NA,NA,-8.206666946,3.949962602,8.668873968,NA,NA,NA,NA,NA,6.777603997,NA,NA,NA,3.663333257,-0.491647956,-5.031984058,NA,NA,NA,NA,NA,-9.37210357600315,NA,-4.54131550550471,-4.77179349324042,-7.49490548400469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85903264951748,NA,1.86487941218233,0.752334527842374,3.36586719245005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.9876676,93.83090278,100.1333333,102.1039326,NA,NA,NA,NA,102.8761269,3,3,0.270795138888889,0.280575163398693,0.259711111111111,0.2655,0.0759,9.322874421,"Scott Barlow",0.345291645222222,-0.707518932,1.520194037,NA,2.304944079,NA,NA,NA,0.2404,0.24752762403027,0.299999189883299,0.00358026115147554,0,0.448892924934955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24752762403027,-0.00358026115147554,-0.448892924934955,0,0,-0.299999189883299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252436870255348,NA,NA,NA,NA,NA,NA,21,91.4333333333333,92.9333333333333,1272,"late","short","none","high"
"1683","Kyle Finnegan",640448,"R",66.2,2022,0.788,0.1217,NA,NA,NA,0.0903,NA,0.0066,NA,NA,88.62210115,NA,97.02216679,89.03125,NA,NA,NA,NA,NA,NA,NA,NA,-5.839157586,NA,-7.194192983,0.93140626,NA,NA,NA,NA,NA,NA,NA,NA,2.138000006,NA,8.985988093,4.602031231,NA,NA,NA,NA,NA,NA,NA,NA,-4.57395177731103,NA,-6.69691457135275,NA,NA,NA,NA,-4.66492781758487,NA,-6.9983418049048,NA,NA,NA,NA,NA,NA,NA,NA,0.685895528427854,NA,3.0879576743701,NA,NA,NA,NA,4.00290996588452,NA,1.2730552387665,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.4324096,95.7390625,NA,NA,112.0536842,NA,101.640628,2,2,0.282842105263158,0.291238410596026,0.271817391304348,0.2612,0.0821,9.449994953,"Kyle Finnegan",0.349999813074074,1.06638355,-1.994312555,NA,NA,NA,-0.292956829,NA,NA,0.781078087122915,0,0,0,0.128799552813936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890401089808979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108225108225108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.781078087122915,0,-0.128799552813936,0,0,0,-0.0890401089808979,0,0,0,0,0,-0.00108225108225108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281269227994228,NA,NA,NA,NA,NA,NA,20.5,95.3166666666667,97.0833333333333,1035,"late","short","none","high"
"1684","Corey Knebel",608349,"R",44.2,2022,0.6981,0.0302,NA,0.2717,NA,NA,NA,0.0151,95.64683403,NA,NA,NA,NA,79.60416667,NA,78.72065728,NA,NA,NA,NA,-2.688734168,NA,NA,NA,NA,10.08249982,NA,5.252816787,NA,NA,NA,NA,10.26222381,NA,NA,NA,NA,-3.332916578,NA,-10.06507093,NA,NA,NA,NA,NA,NA,-4.63551266436176,NA,-8.65293251112629,NA,NA,NA,NA,NA,NA,NA,-10.7293250256224,NA,NA,NA,NA,NA,NA,NA,1.32695266196245,NA,3.88689970284998,NA,NA,NA,NA,NA,NA,NA,3.17654223688807,NA,NA,NA,NA,NA,NA,NA,98.35424955,NA,107.2833333,95.357277,NA,NA,NA,98.17462871,1,1,0.305042105263158,0.326363636363636,0.281846153846154,0.2113,0.1443,8.26118815,"Corey Knebel",0.305969931481481,0.837167534,-0.458366672,NA,-1.50574534,NA,NA,NA,0.7,0.693884688227869,0,0,0,0.0350804547600886,0,0,0,0,0,0,0,0,0,0,0,0.271034857012043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.693884688227869,0,-0.0350804547600886,0,-0.271034857012043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276854813664596,NA,NA,NA,NA,NA,NA,17,95.0444444444444,96.8444444444444,1113,"none","short","none","high"
"1685","Chase De Jong",608328,"R",71.2,2022,0.4685,0.2922,NA,0.2291,0.0102,NA,NA,0.0034,92.82394738,NA,NA,NA,93.40000407,83.58163265,77.67695022,NA,NA,86.3916626,NA,NA,-0.947312601,NA,NA,NA,-5.5,2.044635561,3.224460985,NA,NA,-7.450000127,NA,NA,10.86202886,NA,NA,NA,12.08000056,-0.588075821,-7.773234201,NA,NA,6.145833333,NA,NA,-10.5419397395399,NA,-4.62247339235855,-4.11166204316305,-8.61993035943729,-6.22009878544933,NA,NA,NA,NA,NA,-5.92677389573045,NA,NA,NA,NA,NA,NA,1.95766253071009,NA,0.76849412731647,0.674057975309153,2.16645684580408,-0.426814695406138,NA,NA,NA,NA,NA,-0.690121329160163,NA,NA,NA,NA,NA,NA,107.8166667,100.136803,92.36361974,93.73333333,101.9562682,NA,NA,NA,NA,97.10877342,3,3,0.308536082474227,0.315644578313253,0.299096,0.2014,0.1024,7.409298645,"Chase De Jong",0.274418468333333,-0.752905412,1.453653091,NA,0.56621563,8.969833453,NA,NA,0.4659,0.462054803193688,0.232344829569106,0.00216450216450216,0.00700429310634998,0.295241095775878,0,0.00793650793650794,0.0788461538461538,0.00396825396825397,0.0261294261294261,0,0,0,0,0,0,0,0,0,0,0.025976800976801,0.00119047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000932214830157957,-0.383208649347534,0.0018037518037518,-0.269111669646452,0,0,-0.206368028592305,-0.00119047619047619,0,0,0,0,0,0,0,0,0,0,0,-0.0788461538461538,-0.0261294261294261,-0.00793650793650794,-0.00396825396825397,0,-0.025976800976801,0,0,0,0,0,0,0,0,0,0,0.304673214285714,0.195916666666667,NA,NA,NA,-0.108756547619048,NA,21,91.4222222222222,93.0444444444445,1430,"none","none","none","low"
"1686","Lou Trivino",642152,"R",53.2,2022,0.4764,0.2366,0.156,0.0241,0.1068,NA,NA,0.0063,95.45798759,92.19648162,NA,NA,95.78668942,81.92158676,76.8318204,NA,NA,87.3833319,NA,NA,-5.550000072,-1.740352093,NA,NA,-9.732559777,8.869515171,6.920454545,NA,NA,-9.657058417,NA,NA,8.280473156,4.213873205,NA,NA,5.48682578,0.664933931,-3.863636364,NA,NA,0.704999999,NA,NA,-9.62100526324121,NA,-5.12861608261787,-5.92659943900887,-8.44728063536584,-8.07232658007404,NA,-6.57739255501202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67962299188882,NA,0.813402512028789,-0.334931333471197,4.37613401904491,-0.212762623697142,NA,2.23171140330437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.60196078,96.44545455,88.63905325,98.26177474,111.8480176,NA,90.8528169,NA,NA,97.86953458,1,1,0.322681451612903,0.268634146341463,0.428202380952381,0.268,0.096,11.23601779,"Lou Trivino",0.416148807037037,-2.317277219,1.587578338,-0.076015444,-2.725095593,-0.616784306,NA,NA,0.177,0.169896109146665,0.0264973958333333,0.309304423451881,0.105659873998085,0.239794227973287,0.148847969596748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105659873998085,-0.169896109146665,-0.309304423451881,-0.239794227973287,-0.148847969596748,0,-0.0264973958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278500651041667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1014,"late","short","none","high"
"1687","Trevor Gott",641627,"R",45.2,2022,0.5532,NA,0.3338,0.1038,0.0092,NA,NA,NA,95.20521931,91.52209,NA,NA,95.06945874,NA,82.7316431,NA,NA,90.1875,NA,NA,-5.778714957,-0.751472887,NA,NA,-10.1711974,NA,4.693417706,NA,NA,-8.838749886,NA,NA,8.755341679,6.657635829,NA,NA,5.095568994,NA,-5.474430519,NA,NA,2.196249962,NA,NA,-8.68467590348111,NA,-4.19051946737413,-5.42733166119042,NA,-6.28830201008042,NA,-5.24511536600991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52515130094087,NA,2.49612853678485,0.901641454589542,NA,0.669313172541241,NA,3.86108013014822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.825,98.49240506,105.0859438,99.31916168,NA,NA,100.2891473,NA,NA,101.2656579,2,2,0.269263440860215,0.225864864864865,0.333493333333333,0.2366,0.0645,8.67152681,"Trevor Gott",0.32116765962963,-0.076848693,NA,1.316681058,0.066661646,-22.17357159,NA,NA,0.3272,0.329505102762672,0.103849540870108,0.203851296445523,0.0121431075623097,0,0.350650952359387,0,0.00740740740740741,0.00740740740740741,0,0,0,0,0.00740740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121431075623097,-0.322097695355265,-0.196443889038115,0,-0.34324354495198,0,-0.103849540870108,0,0,0,0,0,0,0,0,0,0,0,-0.00740740740740741,-0.00740740740740741,0,0,-0.00740740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0.239098253968254,0.04,NA,NA,NA,-0.199098253968254,NA,NA,NA,NA,1095,"none","short","none","high"
"1688","Silvino Bracho",611093,"R",4.1,2022,0.4154,0.1846,NA,NA,0.4,NA,NA,NA,92.90740741,NA,NA,NA,NA,79.79999797,NA,NA,NA,81.25384991,NA,NA,-5.447777642,NA,NA,NA,NA,3.52000014,NA,NA,NA,-8.101154034,NA,NA,9.34962972,NA,NA,NA,NA,1.535833359,NA,NA,NA,3.565384498,NA,NA,NA,NA,-4.50960375975447,NA,-7.59342527583238,-7.32890194969103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965601402282811,NA,2.73221856920648,0.134389157733234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.56923077,NA,94.2,NA,73.95833333,NA,NA,NA,NA,92.21076923,0,0,0.396888888888889,0.531692307692308,0.0464,0.2222,0.0556,8.307698402,"Silvino Bracho",0.307692533407407,1.246870337,-2.279441555,NA,NA,-3.385550013,NA,NA,0.4154,0.44541910331384,0,0,0.344054580896686,0.210526315789474,0,0.166666666666667,0.0555555555555556,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17738791423002,-0.389863547758285,0,-0.0994152046783626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0555555555555556,-0.111111111111111,-0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389287037037037,0.1015,NA,NA,NA,-0.287787037037037,NA,NA,NA,NA,1640,"none","none","none","low"
